"unique_id","display_week","sewershed","percentile","percentile_bin","percentile_bin_label","counties","jurisdiction","latitude","longitude","percentile_bin__colour","percentile_bin_label__colour"
"NWSS_ks_551_Treatment plant-2024-05-04","2024-05-04","ID:551","Insufficient Data","0","Insufficient Data","Reno","Kansas","37.958912000000005","-97.89336999999999","#cccccc","#cccccc"
"CDC_VERILY_va_1987_Treatment plant-2024-05-04","2024-05-04","ID:1987","Insufficient Data","0","Insufficient Data","Frederick, Winchester City","Virginia","39.256655","-78.192012","#cccccc","#cccccc"
"NWSS_il_408_Treatment plant-2024-05-04","2024-05-04","ID:408","0.0","1","Minimal","Cass","Illinois","39.967423000000004","-90.27631699999999","#1a6e6b","#82cec2"
"NWSS_il_470_Treatment plant-2024-05-04","2024-05-04","ID:470","0.0","1","Minimal","Macon","Illinois","39.874941","-89.01145600000001","#1a6e6b","#82cec2"
"WWS_tx_1912_Treatment plant-2024-05-04","2024-05-04","ID:1912","34.55","4","Low","Randall, Potter","Texas","35.110089","-101.806237","#5bc2b9","#b1e1bb"
"NWSS_va_2030_Treatment plant-2024-05-04","2024-05-04","ID:2030","Insufficient Data","0","Insufficient Data","Virginia Beach City, Chesapeake City","Virginia","36.836346","-76.062252","#cccccc","#cccccc"
"WWS_ga_341_Treatment plant-2024-05-04","2024-05-04","ID:341","Insufficient Data","0","Insufficient Data","Fulton","Georgia","33.733700999999996","-84.550702","#cccccc","#cccccc"
"NWSS_nc_1462_Treatment plant-2024-05-04","2024-05-04","ID:1462","Insufficient Data","0","Insufficient Data","Forsyth","North Carolina","36.069199","-80.326845","#cccccc","#cccccc"
"CDC_VERILY_tx_1868_Treatment plant-2024-05-04","2024-05-04","ID:1868","Insufficient Data","0","Insufficient Data","Galveston","Texas","29.501011000000002","-95.051542","#cccccc","#cccccc"
"NWSS_il_411_Treatment plant-2024-05-04","2024-05-04","ID:411","0.0","1","Minimal","Christian","Illinois","39.549772","-89.34859","#1a6e6b","#82cec2"
"NWSS_wa_2035_Treatment plant-2024-05-04","2024-05-04","ID:2035","Insufficient Data","0","Insufficient Data","Chelan","Washington","47.567736000000004","-120.36144399999999","#cccccc","#cccccc"
"CDC_VERILY_ca_160_Treatment plant-2024-05-04","2024-05-04","ID:160","Insufficient Data","0","Insufficient Data","San Luis Obispo","California","35.577867999999995","-120.957334","#cccccc","#cccccc"
"WWS_ga_337_Treatment plant-2024-05-04","2024-05-04","ID:337","Insufficient Data","0","Insufficient Data","Fulton","Georgia","34.049358","-84.361595","#cccccc","#cccccc"
"NWSS_oh_1538_Treatment plant-2024-05-04","2024-05-04","ID:1538","Insufficient Data","0","Insufficient Data","Crawford","Ohio","40.836073999999996","-82.979636","#cccccc","#cccccc"
"NWSS_wv_2102_Treatment plant-2024-05-04","2024-05-04","ID:2102","Insufficient Data","0","Insufficient Data","Taylor","West Virginia","39.335386","-80.00500600000001","#cccccc","#cccccc"
"CDC_VERILY_fl_322_Treatment plant-2024-05-04","2024-05-04","ID:322","Insufficient Data","0","Insufficient Data","Sarasota","Florida","27.242300999999998","-82.34432","#cccccc","#cccccc"
"NWSS_wa_2060_Treatment plant-2024-05-04","2024-05-04","ID:2060","Insufficient Data","0","Insufficient Data","Island, Snohomish","Washington","48.090908","-122.10203999999999","#cccccc","#cccccc"
"CDC_VERILY_pa_1790_Treatment plant-2024-05-04","2024-05-04","ID:1790","Insufficient Data","0","Insufficient Data","Montgomery","Pennsylvania","40.226226000000004","-75.238157","#cccccc","#cccccc"
"NWSS_va_1979_Treatment plant-2024-05-04","2024-05-04","ID:1979","Insufficient Data","0","Insufficient Data","Clifton Forge City, Alleghany","Virginia","37.807894","-79.775907","#cccccc","#cccccc"
"WWS_ca_130_Treatment plant-2024-05-04","2024-05-04","ID:130","Insufficient Data","0","Insufficient Data","Napa","California","38.506158","-122.305521","#cccccc","#cccccc"
"NWSS_co_201_Treatment plant-2024-05-04","2024-05-04","ID:201","Insufficient Data","0","Insufficient Data","Alamosa","Colorado","37.485853000000006","-105.79112699999999","#cccccc","#cccccc"
"WWS_me_700_Treatment plant-2024-05-04","2024-05-04","ID:700","0.0","1","Minimal","Cumberland","Maine","43.74703","-70.44682","#1a6e6b","#82cec2"
"CDC_VERILY_ct_278_Treatment plant-2024-05-04","2024-05-04","ID:278","Insufficient Data","0","Insufficient Data","New London","Connecticut","41.500598","-71.99459700000001","#cccccc","#cccccc"
"WWS_tx_1908_Treatment plant-2024-05-04","2024-05-04","ID:1908","Insufficient Data","0","Insufficient Data","Montgomery","Texas","30.151792","-95.46269600000001","#cccccc","#cccccc"
"NWSS_wa_2068_Treatment plant-2024-05-04","2024-05-04","ID:2068","Insufficient Data","0","Insufficient Data","Yakima","Washington","46.653755999999994","-120.737157","#cccccc","#cccccc"
"NWSS_ca_106_Treatment plant-2024-05-04","2024-05-04","ID:106","Insufficient Data","0","Insufficient Data","Kern","California","35.099303000000006","-118.704933","#cccccc","#cccccc"
"NWSS_il_434_Treatment plant-2024-05-04","2024-05-04","ID:434","0.0","1","Minimal","Du Page","Illinois","41.747187999999994","-88.031211","#1a6e6b","#82cec2"
"WWS_md_737_Treatment plant-2024-05-04","2024-05-04","ID:737-B","0.0","1","Minimal","Washington","Maryland","39.59619","-77.690933","#1a6e6b","#82cec2"
"NWSS_wv_2100_Treatment plant-2024-05-04","2024-05-04","ID:2100","Insufficient Data","0","Insufficient Data","Randolph","West Virginia","38.687858999999996","-79.97952599999999","#cccccc","#cccccc"
"NWSS_il_445_Treatment plant-2024-05-04","2024-05-04","ID:445","Insufficient Data","0","Insufficient Data","Iroquois","Illinois","40.739738","-87.801038","#cccccc","#cccccc"
"NWSS_il_480_Treatment plant-2024-05-04","2024-05-04","ID:480","Insufficient Data","0","Insufficient Data","Randolph","Illinois","38.057487","-89.823668","#cccccc","#cccccc"
"WWS_in_506_Treatment plant-2024-05-04","2024-05-04","ID:506","Insufficient Data","0","Insufficient Data","Clark","Indiana","38.412389000000005","-85.721588","#cccccc","#cccccc"
"CDC_VERILY_nh_1183_Treatment plant-2024-05-04","2024-05-04","ID:1183","Insufficient Data","0","Insufficient Data","Cumberland, Oxford, Belknap, Carroll","Maine, New Hampshire","43.773243","-71.10499","#cccccc","#cccccc"
"CDC_VERILY_nc_1473_Treatment plant-2024-05-04","2024-05-04","ID:1473-A","Insufficient Data","0","Insufficient Data","Lenoir","North Carolina","35.208359","-77.61730800000001","#cccccc","#cccccc"
"CDC_VERILY_ar_83_Treatment plant-2024-05-04","2024-05-04","ID:83","Insufficient Data","0","Insufficient Data","Pulaski","Arkansas","34.849521","-92.397178","#cccccc","#cccccc"
"WWS_ca_112_Treatment plant-2024-05-04","2024-05-04","ID:112","Insufficient Data","0","Insufficient Data","Los Angeles","California","33.791314","-118.293702","#cccccc","#cccccc"
"WWS_hi_361_Treatment plant-2024-05-04","2024-05-04","ID:361-B","23.08","3","Low","Honolulu","Hawaii","21.436069","-158.182076","#46a59e","#b1e1bb"
"NWSS_il_485_Treatment plant-2024-05-04","2024-05-04","ID:485","0.0","1","Minimal","Saint Clair","Illinois","38.47435","-89.98007700000001","#1a6e6b","#82cec2"
"CDC_VERILY_nh_1198_Treatment plant-2024-05-04","2024-05-04","ID:1198","Insufficient Data","0","Insufficient Data","Sullivan","New Hampshire","43.388245","-72.19301899999999","#cccccc","#cccccc"
"NWSS_oh_1594_Treatment plant-2024-05-04","2024-05-04","ID:1594","Insufficient Data","0","Insufficient Data","Huron","Ohio","41.126799","-82.440501","#cccccc","#cccccc"
"NWSS_oh_1692_Treatment plant-2024-05-04","2024-05-04","ID:1692","0.0","1","Minimal","Wood","Ohio","41.530017","-83.58690100000001","#1a6e6b","#82cec2"
"NWSS_co_238_Treatment plant-2024-05-04","2024-05-04","ID:238","Insufficient Data","0","Insufficient Data","Larimer","Colorado","40.526206","-105.04099699999999","#cccccc","#cccccc"
"NWSS_il_428_Before treatment plant-2024-05-04","2024-05-04","ID:428","0.0","1","Minimal","Cook","Illinois","41.820448999999996","-87.67632","#1a6e6b","#82cec2"
"CDC_VERILY_sc_1816_Treatment plant-2024-05-04","2024-05-04","ID:1816","Insufficient Data","0","Insufficient Data","Georgetown","South Carolina","33.450927","-79.370365","#cccccc","#cccccc"
"NWSS_ca_95_Treatment plant-2024-05-04","2024-05-04","ID:95","0.0","1","Minimal","Butte","California","39.590032","-121.5748","#1a6e6b","#82cec2"
"NWSS_il_453_Treatment plant-2024-05-04","2024-05-04","ID:453","0.0","1","Minimal","Lake","Illinois","42.28399","-87.96276399999999","#1a6e6b","#82cec2"
"CDC_VERILY_me_724_Treatment plant-2024-05-04","2024-05-04","ID:724","Insufficient Data","0","Insufficient Data","York","Maine","43.537496","-70.645179","#cccccc","#cccccc"
"NWSS_oh_1663_Treatment plant-2024-05-04","2024-05-04","ID:1663","Insufficient Data","0","Insufficient Data","Preble","Ohio","39.77337","-84.67160899999999","#cccccc","#cccccc"
"WWS_tx_1910_Treatment plant-2024-05-04","2024-05-04","ID:1910","22.73","3","Low","Montgomery","Texas","30.193393","-95.423063","#46a59e","#b1e1bb"
"CDC_VERILY_hi_362_Treatment plant-2024-05-04","2024-05-04","ID:362-A","Insufficient Data","0","Insufficient Data","Honolulu","Hawaii","21.540599999999998","-158.044975","#cccccc","#cccccc"
"NWSS_il_466_Treatment plant-2024-05-04","2024-05-04","ID:466","0.0","1","Minimal","Mclean","Illinois","40.458502","-88.980105","#1a6e6b","#82cec2"
"NWSS_oh_1588_Treatment plant-2024-05-04","2024-05-04","ID:1588","0.0","1","Minimal","Hamilton","Ohio","39.10204","-84.57980500000001","#1a6e6b","#82cec2"
"WWS_ca_90_Before treatment plant-2024-05-04","2024-05-04","ID:90","Insufficient Data","0","Insufficient Data","Alameda","California","37.597564","-121.98186","#cccccc","#cccccc"
"WWS_ca_178_Treatment plant-2024-05-04","2024-05-04","ID:178","Insufficient Data","0","Insufficient Data","Santa Cruz","California","37.052308000000004","-122.118726","#cccccc","#cccccc"
"WWS_ca_186_Treatment plant-2024-05-04","2024-05-04","ID:186","Insufficient Data","0","Insufficient Data","Sonoma","California","38.534627","-122.7925","#cccccc","#cccccc"
"NWSS_il_462_Treatment plant-2024-05-04","2024-05-04","ID:462","0.0","1","Minimal","Mchenry","Illinois","42.235416","-88.31593199999999","#1a6e6b","#82cec2"
"NWSS_oh_1665_Treatment plant-2024-05-04","2024-05-04","ID:1665","Insufficient Data","0","Insufficient Data","Richland","Ohio","40.777015999999996","-82.465467","#cccccc","#cccccc"
"CDC_VERILY_pa_1792_Treatment plant-2024-05-04","2024-05-04","ID:1792","Insufficient Data","0","Insufficient Data","Montgomery","Pennsylvania","40.210266000000004","-75.236037","#cccccc","#cccccc"
"CDC_VERILY_hi_358_Treatment plant-2024-05-04","2024-05-04","ID:358-A","Insufficient Data","0","Insufficient Data","Honolulu","Hawaii","21.601524","-158.032321","#cccccc","#cccccc"
"WWS_tx_1922_Treatment plant-2024-05-04","2024-05-04","ID:1922","Insufficient Data","0","Insufficient Data","Wichita","Texas","33.976496000000004","-98.519878","#cccccc","#cccccc"
"NWSS_va_1994_Treatment plant-2024-05-04","2024-05-04","ID:1994","Insufficient Data","0","Insufficient Data","Newport News City, York, New Kent, Williamsburg City, James City","Virginia","37.278249","-76.74198299999999","#cccccc","#cccccc"
"WWS_al_6_Treatment plant-2024-05-04","2024-05-04","ID:6","27.91","3","Low","Jefferson","Alabama","33.485029","-86.94904299999999","#46a59e","#b1e1bb"
"WWS_fl_320_Before treatment plant-2024-05-04","2024-05-04","ID:320","61.11","7","Above Average","Pinellas","Florida","27.742528","-82.695235","#b77bb5","#288abd"
"NWSS_oh_1604_Treatment plant-2024-05-04","2024-05-04","ID:1604","Insufficient Data","0","Insufficient Data","Licking","Ohio","40.090723","-82.490025","#cccccc","#cccccc"
"NWSS_ca_113_Treatment plant-2024-05-04","2024-05-04","ID:113-C","19.7","2","Minimal","Ventura, Los Angeles","California","33.798554","-118.30778199999999","#318984","#82cec2"
"NWSS_de_284_Treatment plant-2024-05-04","2024-05-04","ID:284","Insufficient Data","0","Insufficient Data","Sussex","Delaware","38.66302","-75.32275999999999","#cccccc","#cccccc"
"NWSS_il_449_Treatment plant-2024-05-04","2024-05-04","ID:449","0.0","1","Minimal","Kankakee","Illinois","41.119111","-87.881418","#1a6e6b","#82cec2"
"CDC_VERILY_ia_543_Treatment plant-2024-05-04","2024-05-04","ID:543","Insufficient Data","0","Insufficient Data","Dakota, Woodbury, Union","Nebraska, Iowa, South Dakota","42.463457","-96.340835","#cccccc","#cccccc"
"WWS_ks_556_Treatment plant-2024-05-04","2024-05-04","ID:556","Insufficient Data","0","Insufficient Data","Wyandotte","Kansas","39.090053999999995","-94.60827400000001","#cccccc","#cccccc"
"NWSS_va_2027_Treatment plant-2024-05-04","2024-05-04","ID:2027","Insufficient Data","0","Insufficient Data","Bedford City, Botetourt, Roanoke, Bland, Salem, Roanoke City, Bedford","Virginia","37.234883","-79.934879","#cccccc","#cccccc"
"WWS_ca_185_Treatment plant-2024-05-04","2024-05-04","ID:185","Insufficient Data","0","Insufficient Data","Sonoma","California","38.228416","-122.575086","#cccccc","#cccccc"
"WWS_fl_314_Treatment plant-2024-05-04","2024-05-04","ID:314-B","Insufficient Data","0","Insufficient Data","Orange","Florida","28.643945000000002","-81.482883","#cccccc","#cccccc"
"WWS_mn_993_Treatment plant-2024-05-04","2024-05-04","ID:993","28.0","3","Low","Blue Earth, Nicollet","Minnesota","44.053531","-93.993312","#46a59e","#b1e1bb"
"WWS_tn_1837_Treatment plant-2024-05-04","2024-05-04","ID:1837","21.95","3","Low","Catoosa, Walker, Dade, Hamilton","Tennessee, Georgia","35.087024","-85.34031499999999","#46a59e","#b1e1bb"
"WWS_ut_1935_Treatment plant-2024-05-04","2024-05-04","ID:1935","13.33","2","Minimal","Salt Lake","Utah","40.644697","-111.901888","#318984","#82cec2"
"NWSS_ca_135_Treatment plant-2024-05-04","2024-05-04","ID:135","Insufficient Data","0","Insufficient Data","Orange","California","33.629222","-117.758922","#cccccc","#cccccc"
"CDC_VERILY_fl_304_Treatment plant-2024-05-04","2024-05-04","ID:304","Insufficient Data","0","Insufficient Data","Escambia","Florida","30.671719","-87.356255","#cccccc","#cccccc"
"WWS_nj_1206_Treatment plant-2024-05-04","2024-05-04","ID:1206","0.0","1","Minimal","Essex, Hudson, Union, Passaic, Bergen","New Jersey","40.721005999999996","-74.14601699999999","#1a6e6b","#82cec2"
"NWSS_oh_1674_Treatment plant-2024-05-04","2024-05-04","ID:1674","Insufficient Data","0","Insufficient Data","Scioto","Ohio","38.783254","-82.922616","#cccccc","#cccccc"
"NWSS_wa_2055_Treatment plant-2024-05-04","2024-05-04","ID:2055","Insufficient Data","0","Insufficient Data","Skagit","Washington","48.438448","-122.201944","#cccccc","#cccccc"
"CDC_VERILY_wy_2182_Treatment plant-2024-05-04","2024-05-04","ID:2182","Insufficient Data","0","Insufficient Data","Sheridan","Wyoming","44.775418","-106.829443","#cccccc","#cccccc"
"CDC_VERILY_ma_741_Treatment plant-2024-05-04","2024-05-04","ID:741","Insufficient Data","0","Insufficient Data","Middlesex","Massachusetts","42.434716","-71.45328500000001","#cccccc","#cccccc"
"CDC_VERILY_nc_1490_Treatment plant-2024-05-04","2024-05-04","ID:1490","Insufficient Data","0","Insufficient Data","Rowan","North Carolina","35.679601000000005","-80.44767999999999","#cccccc","#cccccc"
"NWSS_oh_1527_Treatment plant-2024-05-04","2024-05-04","ID:1527","0.0","1","Minimal","Butler","Ohio","39.353721","-84.547403","#1a6e6b","#82cec2"
"CDC_VERILY_al_9_Treatment plant-2024-05-04","2024-05-04","ID:9","Insufficient Data","0","Insufficient Data","Lee","Alabama","32.584996","-85.507633","#cccccc","#cccccc"
"WWS_ca_138_Treatment plant-2024-05-04","2024-05-04","ID:138","Insufficient Data","0","Insufficient Data","Riverside","California","33.746086","-116.057497","#cccccc","#cccccc"
"NWSS_or_1748_Treatment plant-2024-05-04","2024-05-04","ID:1748","Insufficient Data","0","Insufficient Data","Umatilla","Oregon","45.711093999999996","-118.634134","#cccccc","#cccccc"
"WWS_tn_1838_Treatment plant-2024-05-04","2024-05-04","ID:1838","Insufficient Data","0","Insufficient Data","Shelby","Tennessee","35.2457","-90.006339","#cccccc","#cccccc"
"WWS_ut_1950_Treatment plant-2024-05-04","2024-05-04","ID:1950","6.06","1","Minimal","Utah","Utah","40.223105","-111.642393","#1a6e6b","#82cec2"
"NWSS_va_2012_Treatment plant-2024-05-04","2024-05-04","ID:2012","Insufficient Data","0","Insufficient Data","Norton City, Wise","Virginia","36.968986","-82.484616","#cccccc","#cccccc"
"NWSS_il_400_Treatment plant-2024-05-04","2024-05-04","ID:400","Insufficient Data","0","Insufficient Data","Adams","Illinois","39.953893","-91.212236","#cccccc","#cccccc"
"NWSS_oh_1564_Treatment plant-2024-05-04","2024-05-04","ID:1564","Insufficient Data","0","Insufficient Data","Hamilton","Ohio","39.103191","-84.42348","#cccccc","#cccccc"
"CDC_VERILY_wy_2184_Treatment plant-2024-05-04","2024-05-04","ID:2184","Insufficient Data","0","Insufficient Data","Teton","Wyoming","43.458033","-110.734866","#cccccc","#cccccc"
"NWSS_oh_1540_Treatment plant-2024-05-04","2024-05-04","ID:1540","0.0","1","Minimal","Cuyahoga","Ohio","41.44369","-81.62361800000001","#1a6e6b","#82cec2"
"CDC_VERILY_ca_181_Treatment plant-2024-05-04","2024-05-04","ID:181","Insufficient Data","0","Insufficient Data","Santa Cruz","California","37.072907","-121.998836","#cccccc","#cccccc"
"WWS_ks_557_Treatment plant-2024-05-04","2024-05-04","ID:557","35.56","4","Low","Wyandotte","Kansas","39.145092","-94.814359","#5bc2b9","#b1e1bb"
"NWSS_wa_2054_Treatment plant-2024-05-04","2024-05-04","ID:2054","Insufficient Data","0","Insufficient Data","Skagit","Washington","48.489332000000005","-122.60287100000001","#cccccc","#cccccc"
"NWSS_ca_103_Treatment plant-2024-05-04","2024-05-04","ID:103","Insufficient Data","0","Insufficient Data","Humboldt","California","40.785559","-123.927045","#cccccc","#cccccc"
"WWS_fl_324_Treatment plant-2024-05-04","2024-05-04","ID:324-B","0.0","1","Minimal","Seminole","Florida","28.688616","-81.28800899999999","#1a6e6b","#82cec2"
"CDC_VERILY_nm_1235_Treatment plant-2024-05-04","2024-05-04","ID:1235","Insufficient Data","0","Insufficient Data","Los Alamos","New Mexico","35.864498","-106.300975","#cccccc","#cccccc"
"NWSS_ky_578_Treatment plant-2024-05-04","2024-05-04","ID:578","Insufficient Data","0","Insufficient Data","Madison","Kentucky","37.758707","-84.285713","#cccccc","#cccccc"
"WWS_me_699_Treatment plant-2024-05-04","2024-05-04","ID:699","Insufficient Data","0","Insufficient Data","Cumberland","Maine","43.941234","-70.350772","#cccccc","#cccccc"
"NWSS_il_488_Treatment plant-2024-05-04","2024-05-04","ID:488","0.0","1","Minimal","Sangamon","Illinois","39.776596000000005","-89.643325","#1a6e6b","#82cec2"
"WWS_tx_1858_Treatment plant-2024-05-04","2024-05-04","ID:1858","22.22","3","Low","Dallas","Texas","32.660892","-96.60486999999999","#46a59e","#b1e1bb"
